Ax,Ay,Az,Gx,Gy,Gz
0.014404296875,0.16162109375,0.409423828125,0.061068702290076333,0.16030534351145037,0.22900763358778625
0.01611328125,0.162841796875,0.39453125,0.08396946564885496,0.09923664122137404,0.21374045801526717
0.017578125,0.1640625,0.398193359375,-0.07633587786259542,0.06870229007633588,0.19083969465648856
0.0166015625,0.158203125,0.401611328125,-0.030534351145038167,0.16793893129770993,0.15267175572519084
0.016845703125,0.158935546875,0.39599609375,-0.15267175572519084,0.06870229007633588,0.1297709923664122
0.021484375,0.161376953125,0.400146484375,-0.183206106870229,0.19083969465648856,0.183206106870229
0.011962890625,0.160888671875,0.400146484375,-0.2595419847328244,0.04580152671755725,0.12213740458015267
0.0302734375,0.160400390625,0.39599609375,-0.2366412213740458,0.11450381679389313,0.15267175572519084
0.02978515625,0.16455078125,0.400390625,-0.11450381679389313,0.0916030534351145,0.183206106870229
0.001220703125,0.15966796875,0.41357421875,-0.11450381679389313,0.05343511450381679,0.21374045801526717
0.029296875,0.16259765625,0.397705078125,0.022900763358778626,0.12213740458015267,0.21374045801526717
0.015869140625,0.15966796875,0.404296875,0.05343511450381679,0.06870229007633588,0.183206106870229
0.022216796875,0.15625,0.4033203125,0.08396946564885496,0.20610687022900764,0.24427480916030533
0.0126953125,0.1640625,0.399658203125,-0.0916030534351145,0.04580152671755725,0.16030534351145037
0.013427734375,0.161865234375,0.387451171875,-0.1984732824427481,0.13740458015267176,0.1450381679389313
0.020263671875,0.15966796875,0.397216796875,-0.2366412213740458,0.07633587786259542,0.07633587786259542
0.02001953125,0.155029296875,0.395751953125,-0.29770992366412213,0.08396946564885496,0.12213740458015267
0.0302734375,0.162109375,0.3984375,-0.1984732824427481,0.09923664122137404,0.16030534351145037
0.01513671875,0.162109375,0.401611328125,-0.183206106870229,0.022900763358778626,0.15267175572519084
0.001708984375,0.161376953125,0.3935546875,0.015267175572519083,0.13740458015267176,0.2366412213740458
0.019775390625,0.1591796875,0.398681640625,0.04580152671755725,0.10687022900763359,0.16030534351145037
